review_id,app,country,year,date,rating,likes,lang,lang_corrected,lang_method,sentiment,adoption_drivers,adoption_barriers,cultural_factors,inclusion_signal,n_barriers,iai_score
8317ad62-9e7d-497d-9c63-f08bf84bf9fc,opay,ng,2024,2024-08-17 08:17:53,4,0,en,en,langid,mixed,[],[],[],none,0,0.45
e8da64e4-4cc9-4865-a55d-aaa925807738,opay,ng,2022,2022-08-27 14:51:15,5,0,en,en,langid,positive,[],[],[],none,0,0.7
7816fb72-ccc8-4c8f-9e09-4ee9f3e9a7cd,opay,ng,2022,2022-04-26 18:02:10,5,1,en,en,langid,positive,[],[],[],none,0,0.7
387698a5-3cf2-4f4c-a64f-b6cae64b51e6,opay,ng,2022,2022-09-24 17:08:03,5,0,en,en,langid,positive,[],[],[],none,0,0.7
808c3f01-2a25-4059-98bf-af899efec875,opay,ng,2023,2023-03-13 01:46:07,3,0,en,en,langid,mixed,[],"[""network connectivity""]",[],none,1,0.4
4985e8b5-26bb-47f5-9962-68ea6e92fe62,opay,ng,2023,2023-09-28 21:48:30,3,0,en,en,langid,negative,[],"[""high fees"", ""poor customer service""]",[],none,2,0.1
22d84d9f-4dbd-420c-9a52-d9b83c673134,opay,ng,2022,2022-09-26 23:27:33,4,0,en,en,langid,mixed,[],"[""limited features""]",[],none,1,0.4
e67b3dd7-8502-4012-bdc5-dcd6bc66faa6,opay,ng,2019,2019-12-24 13:57:14,5,0,en,en,langid,positive,[],[],[],none,0,0.7
b5378d5b-0e7b-461c-aac1-a3634da41ba8,opay,ng,2022,2022-12-07 15:20:42,5,0,en,en,langid,positive,[],[],[],none,0,0.7
4cd925ac-f720-4070-a5a1-2d4281143478,opay,ng,2024,2024-07-28 19:50:22,5,0,en,en,langid,positive,[],[],[],none,0,0.7
027b4f9e-d898-4293-beec-f6f4fe0d54d2,opay,ng,2023,2023-01-18 23:58:30,5,0,en,en,locale_lowconf,positive,[],[],[],none,0,0.7
3baf2226-4bf5-4b2d-9096-a067a7d47463,opay,ng,2020,2020-09-29 13:05:20,1,0,en,en,langid,negative,[],"[""failed transactions"", ""poor customer service""]",[],none,2,0.1
ceee02d5-6c1f-42e7-94a5-4c96426da719,opay,ng,2023,2023-01-19 15:17:21,4,0,en,en,langid,positive,"[""transaction speed"", ""reliability""]",[],[],none,0,0.7
8ce19ca9-0fa1-4cae-9341-c3ae83a7c671,opay,ng,2024,2024-07-06 21:50:55,5,0,en,en,langid,positive,"[""ease of use""]",[],[],strong,0,1.0
d8417ca2-bf32-4c6e-a980-523550c5d505,opay,ng,2024,2024-03-04 08:49:16,2,0,en,en,langid,negative,[],"[""kyc verification"", ""poor customer service""]",[],none,2,0.1
549e1d0d-6872-4846-8673-a10f891acd28,opay,ng,2022,2022-08-05 20:04:18,5,0,en,en,langid,neutral,[],[],[],none,0,0.35
5ba235a1-6049-4863-b87c-8299a5d06491,opay,ng,2019,2019-12-24 18:13:03,5,0,en,en,langid,positive,"[""reliability""]",[],[],none,0,0.7
e97ce52f-dd3a-434a-a4d4-cccb8c952aa7,opay,ng,2024,2024-10-21 20:58:05,5,0,en,en,langid,positive,"[""ease of use"", ""transaction speed""]",[],[],none,0,0.7
4a0e1dd4-3513-4039-982d-809e89d04a39,opay,ng,2021,2021-07-10 17:37:14,5,0,en,en,langid,neutral,[],[],[],none,0,0.35
dfce0972-c865-421c-b193-1cc569cf12df,opay,ng,2019,2019-12-21 13:39:35,5,0,en,en,locale_lowconf,positive,[],[],[],none,0,0.7
7b7d148b-ce43-42c2-af56-9e51bd365d90,opay,ng,2024,2024-02-05 08:07:46,1,1,en,en,langid,negative,[],"[""failed transactions""]",[],none,1,0.15
4709e6f3-1c2e-4129-8ddd-cc78d32ca114,opay,ng,2022,2022-11-04 13:56:39,1,0,en,en,langid,negative,[],"[""poor customer service""]",[],none,1,0.15
6682bcc6-12d3-47bb-8fd4-93596b463218,opay,ng,2020,2020-04-06 20:01:12,5,1,en,en,langid,positive,"[""transaction speed"", ""ease of use"", ""24h availability""]",[],[],none,0,0.7
5a0c1f42-b30c-4c41-bdb2-9686d7bf8c66,opay,ng,2024,2024-06-18 12:41:00,5,0,en,en,locale_lowconf,positive,[],[],[],none,0,0.7
e1296529-33f7-4315-85d1-e895129a5f63,opay,ng,2023,2023-04-11 09:50:49,5,0,en,en,langid,positive,[],[],[],none,0,0.7
3a13502b-fcdf-48cd-87b8-436efab4c2e6,opay,ng,2023,2023-01-30 18:09:16,5,0,en,en,langid,positive,"[""ease of use""]",[],[],strong,0,1.0
ddb4b78b-ac20-47cc-b976-eb3b47195a9e,opay,ng,2024,2024-12-02 20:35:12,5,2,en,en,langid,positive,"[""reliability""]",[],[],strong,0,1.0
26146d32-23b1-430f-84d4-5f4f0d4a39c8,opay,ng,2023,2023-02-28 01:04:26,1,0,en,en,langid,positive,[],[],[],none,0,0.7
f237dab5-36a6-4ba9-bec5-7d0abf49ddff,opay,ng,2022,2022-05-02 02:38:53,5,0,en,en,langid,positive,"[""reliability""]","[""security concerns""]","[""trust issues""]",moderate,1,0.95
65f09b67-9715-42fc-85b0-49de7a3bb109,opay,ng,2023,2023-06-22 08:02:59,5,0,en,en,langid,neutral,[],[],[],none,0,0.35
0405ec2a-ab5b-40aa-b5c3-fe0362fa0455,opay,ng,2023,2023-03-07 17:21:08,3,0,en,en,langid,neutral,"[""ease of use""]",[],[],none,0,0.35
5ec8f6b8-983b-40b3-8067-1510351aaa7e,opay,ng,2021,2021-04-15 09:34:36,5,0,en,en,langid,positive,[],[],[],none,0,0.7
7c57cf78-2ae1-4f44-942c-b2134a12ce8f,opay,ng,2022,2022-12-20 11:03:59,1,0,en,en,langid,positive,"[""limited features""]",[],[],moderate,0,1.0
d9cd61fd-d134-4fee-9067-ce48e19f002d,opay,ng,2024,2024-01-13 13:15:31,5,0,en,en,locale_lowconf,positive,[],[],[],none,0,0.7
bb8b2ed0-c69c-4d69-867a-5e8b08602690,opay,ng,2022,2022-09-12 14:21:42,5,0,en,en,langid,positive,"[""transaction speed"", ""reliability""]",[],[],none,0,0.7
a86d4935-a11c-4787-b3d7-828474252420,opay,ng,2022,2022-03-13 20:10:58,5,0,en,en,langid,positive,"[""ease of use""]",[],[],none,0,0.7
73c20e1c-914a-49c8-9570-56349d06e6e0,opay,ng,2023,2023-06-08 12:57:09,3,0,en,en,langid,positive,"[""transaction speed"", ""reliability"", ""low fees""]",[],[],none,0,0.7
ad37bd51-ce3c-4e68-81da-3b68c14c7a60,opay,ng,2024,2024-11-08 12:02:12,5,0,en,en,langid,positive,[],[],[],none,0,0.7
cada67df-50e7-44de-b31e-9b80c0f73d87,opay,ng,2022,2022-02-28 19:43:37,5,0,en,en,langid,positive,"[""reliability""]",[],[],none,0,0.7
ea24620f-72bc-4a70-8137-9c1216f8ea14,opay,ng,2024,2024-03-11 06:41:23,5,0,en,en,langid,positive,[],[],[],strong,0,1.0
f436367a-7f72-4595-bc8f-6f62f5811bf5,opay,ng,2022,2022-10-31 15:14:43,5,0,en,en,langid,positive,"[""ease of use""]",[],[],strong,0,1.0
9ff78dc3-b9b6-42e3-a922-49fba6019f9f,opay,ng,2024,2024-08-22 11:11:31,5,1,en,en,langid,positive,"[""ease of use"", ""reliability"", ""24h availability""]",[],[],strong,0,1.0
577216bc-7127-47c8-8191-819ae89bbe5f,opay,ng,2023,2023-09-28 14:13:01,5,0,en,en,langid,positive,"[""ease of use""]",[],[],strong,0,1.0
a111f7a2-a6ab-4a15-9466-bdba6bd3e1e1,opay,ng,2024,2024-12-02 22:13:45,5,0,en,en,langid,positive,"[""ease of use""]",[],[],none,0,0.7
2339ce14-00f4-4576-a046-4ab492fb0e01,opay,ng,2024,2024-06-01 21:58:51,5,0,en,en,langid,positive,"[""ease of use""]",[],[],none,0,0.7
8d759266-a0c4-47b2-a744-8d2d9fdb01fe,opay,ng,2024,2024-07-29 06:08:13,3,0,en,en,langid,mixed,"[""ease of use""]","[""limited features""]",[],none,1,0.4
ec1bc3c4-8ce6-4a7a-9729-c97b44ce1c9b,opay,ng,2023,2023-03-21 14:15:21,5,0,en,en,langid,positive,"[""transaction speed""]",[],[],none,0,0.7
a2b6d83b-22a9-4d33-af0c-399f7ef2423e,opay,ng,2022,2022-08-31 10:18:16,4,0,en,en,langid,positive,"[""ease of use""]",[],[],none,0,0.7
300df746-4aaf-4082-9080-8a9ec56daca5,opay,ng,2024,2024-07-11 19:12:57,5,0,en,en,langid,positive,"[""access without bank"", ""reliability""]",[],[],moderate,0,1.0
515be54e-d3af-46fb-81c0-53dd8e5c9867,opay,ng,2023,2023-06-16 23:03:37,1,0,en,en,locale_lowconf,positive,"[""ease of use""]",[],[],strong,0,1.0
c5e542f2-5391-4ec4-b437-5b88727624ab,opay,ng,2022,2022-10-30 02:02:32,5,0,en,en,langid,positive,"[""ease of use"", ""access without bank""]",[],[],strong,0,1.0
531dd3f7-52d6-4f1e-b28c-cbd958659677,opay,ng,2019,2019-11-15 14:15:42,5,1,en,en,langid,positive,"[""ease of use""]",[],[],none,0,0.7
f86b7d44-df51-4a2d-af0d-57e57185810b,opay,ng,2024,2024-11-01 19:11:23,5,0,en,en,langid,positive,"[""transaction speed""]",[],[],none,0,0.7
be9d36fd-9a43-4799-a50f-8fff08f3ff73,opay,ng,2022,2022-07-03 18:49:12,5,0,en,en,langid,positive,"[""reliability""]",[],"[""trust issues""]",none,0,0.7
3ba1d784-d0ca-4b8a-8cab-7b46e41f77ed,opay,ng,2022,2022-01-26 21:38:14,5,0,en,en,langid,positive,"[""ease of use""]",[],[],none,0,0.7
f69c8ba5-f0f3-45b0-8c14-3b7acf0a41ea,opay,ng,2022,2022-07-04 17:05:53,5,0,en,en,langid,mixed,"[""ease of use""]","[""transaction speed""]",[],none,1,0.4
22ee0f55-7fd8-4e31-bb20-e553f5f4d891,opay,ng,2024,2024-11-15 07:27:20,5,1,en,en,langid,mixed,"[""reliability"", ""transaction speed""]","[""limited features""]",[],none,1,0.4
cfc2faa6-b1ff-4e0a-b890-39bc98f4f6b9,opay,ng,2024,2024-10-22 11:51:03,4,0,en,en,langid,positive,"[""ease of use""]",[],[],none,0,0.7
cdcda229-a16b-4166-9980-12e840def700,opay,ng,2022,2022-05-21 10:40:08,5,0,en,en,langid,neutral,"[""merchant payments"", ""wide agent network""]",[],[],moderate,0,0.65
fa5635a4-635a-4787-ad13-ce313df6bdaa,opay,ng,2024,2024-07-05 14:55:40,4,0,en,en,langid,positive,"[""ease of use""]",[],[],none,0,0.7
a318e004-6865-4485-94a4-357606bb5351,opay,ng,2023,2023-01-22 13:22:44,5,0,en,en,langid,positive,[],[],[],none,0,0.7
8d0bc46c-d0be-4d0d-bf77-22fa3c1df16f,opay,ng,2021,2021-06-25 21:22:11,5,0,en,en,langid,positive,[],[],[],none,0,0.7
b73f478f-0fd8-418c-a41f-1251c2a5c46d,opay,ng,2024,2024-10-12 12:24:18,5,0,en,en,langid,positive,"[""reliability""]",[],[],none,0,0.7
a81c2694-d4c1-4db7-826c-7ebf1bdee375,opay,ng,2024,2024-08-05 19:15:49,5,0,en,en,langid,positive,[],[],[],none,0,0.7
2fbd3e45-ce76-4ccb-9e72-f6568b28828a,opay,ng,2023,2023-03-13 11:13:34,1,0,en,en,langid,negative,[],"[""poor customer service""]",[],none,1,0.15
c4b35376-a9d7-4fb6-9f4d-67c2b71de7d2,opay,ng,2023,2023-03-28 16:34:27,5,0,en,en,langid,positive,[],[],[],none,0,0.7
adc60372-52ac-42d6-acd5-78980d4271ae,opay,ng,2023,2023-03-26 06:50:26,5,0,en,en,langid,positive,[],[],[],none,0,0.7
8ae2101f-ae43-4644-a930-9572314ee596,opay,ng,2024,2024-11-05 17:07:13,5,2,en,en,langid,positive,"[""transaction speed"", ""ease of use"", ""24h availability""]",[],[],none,0,0.7
dfad6084-c33a-4ba3-b4de-04d373d591b2,opay,ng,2022,2022-09-16 18:45:31,5,0,en,en,langid,positive,[],[],[],none,0,0.7
b6bdc660-ca13-478e-a6c4-fdf310833ff8,opay,ng,2024,2024-02-03 22:51:25,5,0,en,en,langid,positive,[],[],[],none,0,0.7
d731e627-7bba-4c0a-8601-95fcbb80ff5f,opay,ng,2022,2022-07-14 17:48:00,5,0,en,en,langid,positive,"[""reliability""]",[],[],none,0,0.7
345d05d3-f5c7-4ff5-9397-2a725d37c5f4,opay,ng,2021,2021-03-15 02:35:38,4,0,en,en,langid,positive,[],[],[],none,0,0.7
c6808722-915f-43bf-8aa9-6e31878cfdc6,opay,ng,2019,2019-12-13 13:47:11,5,0,en,en,langid,positive,"[""ease of use""]",[],[],none,0,0.7
a6f6bed2-094a-4b27-bea5-3512ec4f7dd8,opay,ng,2024,2024-08-24 18:26:11,5,0,en,en,langid,mixed,[],[],[],strong,0,0.75
5ddf5c49-67b1-46fb-b60c-6ac237d37e13,opay,ng,2020,2020-08-25 15:41:29,1,0,en,en,langid,negative,[],"[""network connectivity"", ""failed transactions""]",[],none,2,0.1
40590240-e822-464c-b9ca-b8e9c072f854,opay,ng,2019,2019-12-11 00:56:37,5,0,en,en,langid,positive,[],[],[],none,0,0.7
c0a8960b-398c-457a-aac6-db1739702ab4,opay,ng,2024,2024-02-06 14:18:19,1,0,en,en,langid,positive,[],[],[],none,0,0.7
fd4f1360-d0d5-4e67-b2d1-b32f73af430a,opay,ng,2024,2024-06-15 09:46:26,1,0,en,en,langid,negative,[],"[""app crashes""]",[],none,1,0.15
83579913-442b-4906-807b-0c44ae96a1ca,opay,ng,2022,2022-09-08 15:29:35,5,0,en,en,langid,positive,"[""ease of use""]",[],[],none,0,0.7
5f47c666-52c9-4f54-bc42-773e2fa094d5,opay,ng,2023,2023-08-25 15:33:49,5,0,en,en,langid,positive,"[""transaction speed"", ""24h availability""]",[],[],none,0,0.7
f13dfcf2-d8c8-477d-81bc-a45403eeff6f,opay,ng,2023,2023-03-20 14:21:44,5,0,en,en,locale_lowconf,positive,[],[],[],weak,0,1.0
